,id,name,geometry
89,300,Shevchenko Pl & E 7 St,POINT (-73.99021399999999 40.728145)
90,323,Lawrence St & Willoughby St,POINT (-73.98631746 40.69236178)
91,233,Cadman Plaza W & Pierrepont St,POINT (-73.99052739143372 40.69475701363877)
94,504,1 Ave & E 16 St,POINT (-73.98165557 40.73221853)
95,481,S 3 St & Bedford Ave,POINT (-73.96264403000001 40.71260486)
97,157,Henry St & Atlantic Ave,POINT (-73.99612349 40.69089272)
98,143,Clinton St & Joralemon St,POINT (-73.99337909 40.69239502)
100,441,E 52 St & 2 Ave,POINT (-73.967416 40.756014)
107,244,Willoughby Ave & Hall St,POINT (-73.96536851 40.69196035)
108,2022,E 60 St & York Ave,POINT (-73.95922299999999 40.759107)
109,281,Grand Army Plaza & Central Park S,POINT (-73.97371465000001 40.7643971)
110,508,W 46 St & 11 Ave,POINT (-73.99667444000001 40.76341379)
112,295,Pike St & E Broadway,POINT (-73.99293910999999 40.71406667)
114,420,Clermont Ave & Lafayette Ave,POINT (-73.96968902 40.68764484)
116,410,Suffolk St & Stanton St,POINT (-73.98517977 40.72066442)
119,528,2 Ave & E 31 St,POINT (-73.97706058 40.74290902)
121,311,Norfolk St & Broome St,POINT (-73.98802084 40.7172274)
122,328,Watts St & Greenwich St,POINT (-74.00965965 40.72405549)
124,270,Adelphi St & Myrtle Ave,POINT (-73.97178913 40.69308257)
125,146,Hudson St & Reade St,POINT (-74.00910589999999 40.71625008)
126,466,W 25 St & 6 Ave,POINT (-73.99144871 40.74395411)
127,488,W 39 St & 9 Ave,POINT (-73.99372222 40.75645824)
129,447,8 Ave & W 52 St,POINT (-73.9851615 40.76370739)
131,362,Broadway & W 37 St,POINT (-73.98753523000001 40.75172632)
132,514,12 Ave & W 40 St,POINT (-74.00277668 40.76087502)
133,259,South St & Whitehall St,POINT (-74.01234218 40.70122128)
135,294,Washington Square E,POINT (-73.99572140000001 40.73049393)
136,251,Mott St & Prince St,POINT (-73.99480011999999 40.72317958)
137,238,Bank St & Washington St,POINT (-74.00859207000001 40.7361967)
138,376,John St & William St,POINT (-74.00722156 40.70862144)
139,217,Old Fulton St,POINT (-73.99383605 40.70277159)
140,461,E 20 St & 2 Ave,POINT (-73.98205027 40.73587678)
142,392,Jay St & Tech Pl,POINT (-73.987167 40.695065)
144,405,Washington St & Gansevoort St,POINT (-74.00811899999999 40.739323)
145,459,W 20 St & 11 Ave,POINT (-74.007756 40.746745)
146,428,E 3 St & 1 Ave,POINT (-73.98783413 40.72467721)
148,252,MacDougal St & Washington Sq,POINT (-73.99852205000001 40.73226398)
150,384,Fulton St & Washington Ave,POINT (-73.964915 40.683048)
153,377,6 Ave & Canal St,POINT (-74.00566443 40.72243797)
154,427,Bus Slip & State St,POINT (-74.013942 40.701907)
161,239,Willoughby St & Fleet St,POINT (-73.9813018 40.69196566)
162,278,Concord St & Bridge St,POINT (-73.98476436999999 40.69766564)
164,479,9 Ave & W 45 St,POINT (-73.9912551 40.76019252)
165,168,W 18 St & 6 Ave,POINT (-73.99456404999999 40.73971301)
168,393,E 5 St & Avenue C,POINT (-73.97995466 40.72299208)
170,518,E 39 St & 2 Ave,POINT (-73.97344190000001 40.74780373)
171,375,Mercer St & Bleecker St S,POINT (-73.99695094 40.72679454)
175,324,DeKalb Ave & Hudson Ave,POINT (-73.981013 40.689888)
179,516,E 47 St & 1 Ave,POINT (-73.96784384 40.75206862)
182,442,W 27 St & 7 Ave,POINT (-73.993915 40.746647)
184,478,11 Ave & W 41 St,POINT (-73.99884222 40.76030096)
185,426,West St & Chambers St,POINT (-74.01322069 40.71754834)
188,326,E 11 St & 1 Ave,POINT (-73.98426726 40.72953837)
189,82,St James Pl & Pearl St,POINT (-74.00016545 40.71117416)
190,348,W Broadway & Spring St,POINT (-74.00154702 40.72490985)
192,460,S 4 St & Wythe Ave,POINT (-73.96590294000001 40.71285887)
193,350,Clinton St & Grand St,POINT (-73.98702950000001 40.71559509)
198,150,E 2 St & Avenue C,POINT (-73.98085795 40.7208736)
199,308,St James Pl & Oliver St,POINT (-73.99851193000001 40.71307916)
202,336,Sullivan St & Washington Sq,POINT (-73.99906065 40.73047747)
204,225,W 14 St & The High Line,POINT (-74.00803012999999 40.74195138)
205,450,W 49 St & 8 Ave,POINT (-73.98788205 40.76227205)
209,469,Broadway & W 53 St,POINT (-73.98268129 40.76344058)
210,523,W 38 St & 8 Ave,POINT (-73.99138152 40.75466591)
211,284,Greenwich Ave & 8 Ave,POINT (-74.0026376103 40.7390169121)
215,349,Rivington St & Ridge St,POINT (-73.98329859 40.71850211)
216,161,LaGuardia Pl & W 3 St,POINT (-73.99810230999999 40.72917025)
220,539,Metropolitan Ave & Bedford Ave,POINT (-73.96024116 40.71534825)
221,329,Greenwich St & North Moore St,POINT (-74.01036500930786 40.72015227023285)
225,398,Atlantic Ave & Furman St,POINT (-73.99997859999999 40.69165183)
228,382,University Pl & E 14 St,POINT (-73.99200509000001 40.73492695)
231,167,E 39 St & 3 Ave,POINT (-73.97604882 40.7489006)
234,402,Broadway & E 22 St,POINT (-73.98955109000001 40.74034320000001)
238,386,Centre St & Worth St,POINT (-74.00234482 40.71494807)
241,298,3 Ave & Schermerhorn St,POINT (-73.9796772 40.68683208)
243,462,W 22 St & 10 Ave,POINT (-74.00451887 40.74691959)
245,401,Allen St & Rivington St,POINT (-73.98997824999999 40.72019576)
246,306,Cliff St & Fulton St,POINT (-74.00530062999999 40.70823502)
248,116,W 17 St & 8 Ave,POINT (-74.00149746 40.74177603)
256,416,Cumberland St & Lafayette Ave,POINT (-73.97265183 40.68753406)
259,422,W 59 St & 10 Ave,POINT (-73.988038 40.770513)
262,500,Broadway & W 51 St,POINT (-73.98336183000001 40.76228826)
272,534,Water - Whitehall Plaza,POINT (-74.0127234 40.70255065)
276,397,Fulton St & Clermont Ave,POINT (-73.96922273 40.68415748)
279,495,W 47 St & 10 Ave,POINT (-73.99301222 40.76269882)
280,334,W 20 St & 7 Ave,POINT (-73.99726235 40.74238787)
284,368,Carmine St & 6 Ave,POINT (-74.00214988 40.73038599)
292,347,Greenwich St & W Houston St,POINT (-74.00859100000001 40.728846)
297,498,Broadway & W 32 St,POINT (-73.98808416 40.74854862)
300,280,E 10 St & 5 Ave,POINT (-73.99510132 40.73331967)
307,396,Lefferts Pl & Franklin Ave,POINT (-73.9557689392 40.680342423)
311,290,2 Ave & E 58 St,POINT (-73.96478473000001 40.76020258)
312,438,St Marks Pl & 1 Ave,POINT (-73.98564945 40.72779126)
319,446,W 24 St & 7 Ave,POINT (-73.99529885 40.74487634)
326,458,11 Ave & W 27 St,POINT (-74.00522600000001 40.751396)
330,212,W 16 St & The High Line,POINT (-74.00681753000001 40.74334935)
332,2012,E 27 St & 1 Ave,POINT (-73.97680600000001 40.739445)
337,515,W 43 St & 10 Ave,POINT (-73.99461843 40.76009437)
347,395,Bond St & Schermerhorn St,POINT (-73.98410637000001 40.68807003)
359,540,Lexington Ave & E 29 St,POINT (-73.98215353488922 40.74311555376486)
362,512,W 29 St & 9 Ave,POINT (-73.99839279 40.7500727)
364,275,Washington Ave & Greene Ave,POINT (-73.96563307 40.68650065)
368,282,Kent Ave & S 11 St,POINT (-73.96841526031494 40.7076449441757)
373,435,W 21 St & 6 Ave,POINT (-73.99415556 40.74173969)
376,403,E 2 St & 2 Ave,POINT (-73.99069656 40.72502876)
379,463,9 Ave & W 16 St,POINT (-74.00443172 40.74206539)
384,268,Howard St & Centre St,POINT (-73.99973337 40.71910537)
385,128,MacDougal St & Prince St,POINT (-74.00297088000001 40.72710258)
389,313,Washington Ave & Park Ave,POINT (-73.96751037 40.69610226)
391,511,E 14 St & Avenue B,POINT (-73.97772429 40.72938685)
393,391,Clark St & Henry St,POINT (-73.99344558999999 40.69760127)
401,173,Broadway & W 49 St,POINT (-73.98452728986742 40.76068327096592)
403,366,Clinton Ave & Myrtle Ave,POINT (-73.968896 40.693261)
413,414,Pearl St & Anchorage Pl,POINT (-73.98765761999999 40.70281858)
414,507,E 25 St & 2 Ave,POINT (-73.97973776000001 40.73912601)
415,497,E 17 St & Broadway,POINT (-73.99009296 40.73704984)
417,353,S Portland Ave & Hanson Pl,POINT (-73.97431458 40.68539567)
420,388,W 26 St & 10 Ave,POINT (-74.00295034600001 40.749717753)
422,522,E 51 St & Lexington Ave,POINT (-73.97207836 40.75714758)
424,296,Division St & Bowery,POINT (-73.99704679999999 40.71413089)
430,127,Barrow St & Hudson St,POINT (-74.00674436 40.73172428)
431,321,Cadman Plaza E & Red Cross Pl,POINT (-73.98971773 40.69991755)
432,152,Warren St & Church St,POINT (-74.00910627 40.71473993)
437,525,W 34 St & 11 Ave,POINT (-74.0021163 40.75594159)
439,3020,NYCBS Test,POINT (-74.01597 40.64660679999999)
443,363,West Thames St,POINT (-74.01713445 40.70834698)
444,361,Allen St & Hester St,POINT (-73.99190759 40.71605866)
445,258,DeKalb Ave & Vanderbilt Ave,POINT (-73.96885458 40.68940747)
449,472,E 32 St & Park Ave,POINT (-73.98194829000001 40.74571210000001)
453,320,Leonard St & Church St,POINT (-74.005549 40.717571)
465,253,W 13 St & 5 Ave,POINT (-73.99453948 40.73543934)
469,356,Bialystoker Pl & Delancey St,POINT (-73.98261205999999 40.71622644)
471,365,Fulton St & Grand Ave,POINT (-73.9614583 40.68223166)
473,456,E 53 St & Madison Ave,POINT (-73.97402311 40.75971079999999)
476,314,Cadman Plaza West & Montague St,POINT (-73.990539 40.69383)
479,457,Broadway & W 58 St,POINT (-73.98169333 40.76695317)
481,164,E 47 St & 2 Ave,POINT (-73.97032517 40.75323098)
487,345,W 13 St & 6 Ave,POINT (-73.99704374 40.73649403)
490,437,Macon St & Nostrand Ave,POINT (-73.95004797590001 40.6809833854)
494,243,Fulton St & Rockwell Pl,POINT (-73.979382 40.688226)
497,448,W 37 St & 10 Ave,POINT (-73.9979009 40.75660359)
503,304,Broadway & Battery Pl,POINT (-74.01361706 40.70463334)
507,262,Washington Park,POINT (-73.97372990000001 40.6917823)
513,325,E 19 St & 3 Ave,POINT (-73.98473765 40.73624527)
515,264,Maiden Ln & Pearl St,POINT (-74.00731853000001 40.70706456)
516,455,1 Ave & E 44 St,POINT (-73.96905301 40.75001986)
517,530,11 Ave & W 59 St,POINT (-73.99054100000001 40.771522)
518,216,Columbia Heights & Cranberry St,POINT (-73.99548059 40.70037867)
522,3002,South End Ave & Liberty St,POINT (-74.01575600000001 40.711512)
524,468,Broadway & W 56 St,POINT (-73.98192338 40.7652654)
527,346,Bank St & Hudson St,POINT (-74.00618025999999 40.73652889)
529,2006,Central Park S & 6 Ave,POINT (-73.97634151 40.76590936)
535,367,E 53 St & Lexington Ave,POINT (-73.97069431 40.75828065)
560,344,Monroe St & Bedford Ave,POINT (-73.95380904 40.6851443)
565,519,Pershing Square North,POINT (-73.97770600000001 40.751873)
585,536,1 Ave & E 30 St,POINT (-73.97536082000001 40.74144387)
588,307,Canal St & Rutgers St,POINT (-73.98990025000001 40.71427487)
612,408,Market St & Cherry St,POINT (-73.99400398 40.71076228)
619,330,Reade St & Broadway,POINT (-74.00562789 40.71450451)
628,147,Greenwich St & Warren St,POINT (-74.01121978 40.71542197)
629,487,E 20 St & FDR Drive,POINT (-73.97573881 40.73314259)
634,433,E 13 St & Avenue A,POINT (-73.98057249 40.72955361)
637,537,Lexington Ave & E 24 St,POINT (-73.98409214 40.74025878)
645,301,E 2 St & Avenue B,POINT (-73.98368779 40.72217444)
647,364,Lafayette Ave & Classon Ave,POINT (-73.96023854000001 40.68900443)
651,254,W 11 St & 6 Ave,POINT (-73.99800419 40.73532427)
657,399,Lafayette Ave & St James Pl,POINT (-73.9647628 40.68851534)
669,417,Barclay St & Church St,POINT (-74.01020234000001 40.71291224)
673,449,W 52 St & 9 Ave,POINT (-73.98789472999999 40.76461837)
691,394,E 9 St & Avenue C,POINT (-73.97768752 40.72521311)
697,337,Old Slip & Front St,POINT (-74.00838675999999 40.70379920000001)
705,261,Johnson St & Gold St,POINT (-73.98362464 40.69474881)
715,430,York St & Jay St,POINT (-73.98656928 40.7014851)
720,315,South St & Gouverneur Ln,POINT (-74.00670227000001 40.70355377)
722,2003,1 Ave & E 18 St,POINT (-73.9805442094803 40.73381219196632)
724,483,E 12 St & 3 Ave,POINT (-73.98889957 40.73223272)
727,260,Broad St & Bridge St,POINT (-74.01167796999999 40.70365182)
728,310,State St & Smith St,POINT (-73.98912867 40.68926942)
743,316,Fulton St & William St,POINT (-74.00653609 40.70955958)
772,317,E 6 St & Avenue B,POINT (-73.98185424 40.72453734)
786,297,E 15 St & 3 Ave,POINT (-73.986923 40.734232)
788,276,Duane St & Greenwich St,POINT (-74.0104554 40.71748752)
807,454,E 51 St & 1 Ave,POINT (-73.96592975999999 40.75455731)
810,418,Front St & Gold St,POINT (-73.982578 40.70224)
821,533,Broadway & W 38 St,POINT (-73.98721619 40.75299641)
826,291,Madison St & Montgomery St,POINT (-73.984844 40.713126)
829,332,Cherry St,POINT (-73.97948148 40.71219906)
848,237,E 11 St & 2 Ave,POINT (-73.98672378000001 40.73047309)
850,342,Columbia St & Rivington St,POINT (-73.98016555 40.71739973)
858,529,W 42 St & 8 Ave,POINT (-73.99098506999999 40.75756989999999)
876,464,E 56 St & 3 Ave,POINT (-73.96759673 40.75934501)
877,474,5 Ave & E 29 St,POINT (-73.98683077 40.7451677)
879,224,Spruce St & Nassau St,POINT (-74.00552427 40.71146364)
890,491,E 24 St & Park Ave S,POINT (-73.98602212999999 40.74096374)
897,174,E 25 St & 1 Ave,POINT (-73.97738662 40.7381765)
902,250,Lafayette St & Jersey St N,POINT (-73.99565293000001 40.72456089)
959,266,Avenue D & E 8 St,POINT (-73.97574813 40.72368361)
964,383,Greenwich Ave & Charles St,POINT (-74.000271 40.735238)
968,2000,Front St & Washington St,POINT (-73.98940236 40.70255088)
988,319,Fulton St & Broadway,POINT (-74.00944699999999 40.711066)
991,3017,NYCBS Depot - FAR,POINT (-73.996764 40.751483)
1003,359,E 47 St & Park Ave,POINT (-73.97498696 40.75510267)
1013,242,Carlton Ave & Flushing Ave,POINT (-73.973736 40.697787)
1044,274,Lafayette Ave & Fort Greene Pl,POINT (-73.976682 40.68691865)
1058,471,Grand St & Havemeyer St,POINT (-73.95698118999999 40.71286844)
1063,419,Carlton Ave & Park Ave,POINT (-73.97355569 40.69580705)
1080,335,Washington Pl & Broadway,POINT (-73.99404649 40.72903917)
1095,501,FDR Drive & E 35 St,POINT (-73.97121214000001 40.744219)
1121,545,E 23 St & 1 Ave,POINT (-73.97809472 40.736502)
1163,499,Broadway & W 60 St,POINT (-73.98191841000001 40.76915505)
1253,2023,E 55 St & Lexington Ave,POINT (-73.97031366 40.75968085)
1255,513,W 56 St & 10 Ave,POINT (-73.98863900000001 40.768254)
1260,379,W 31 St & 7 Ave,POINT (-73.99160000000001 40.749156)
1265,327,Vesey Pl & River Terrace,POINT (-74.01658354 40.71533789999999)
1272,119,Park Ave & St Edwards St,POINT (-73.97803415 40.69608941)
1317,385,E 55 St & 2 Ave,POINT (-73.96603308 40.75797322)
1348,120,Lexington Ave & Classon Ave,POINT (-73.95928168 40.68676793)
1351,195,Liberty St & Broadway,POINT (-74.01043382 40.70905623)
1355,520,W 52 St & 5 Ave,POINT (-73.97648516 40.75992262)
1358,546,E 30 St & Park Ave S,POINT (-73.98303529 40.74444921)
1407,153,E 40 St & 5 Ave,POINT (-73.9816324043 40.752062307)
1432,407,Henry St & Poplar St,POINT (-73.991454 40.700469)
1444,343,Clinton Ave & Flushing Ave,POINT (-73.96986848 40.69794)
1445,137,E 56 St & Madison Ave,POINT (-73.97292400000001 40.761628)
1450,331,Pike St & Monroe St,POINT (-73.99193043 40.71173107)
1463,2010,Grand St & Greene St,POINT (-74.00234737 40.72165481)
1470,255,NYCBS Depot - SSP,POINT (-74.01651 40.646768)
1479,538,E 48 St & Madison Ave,POINT (-73.97668399999999 40.75666)
1484,496,E 16 St & 5 Ave,POINT (-73.99238966999999 40.73726186)
1485,526,E 33 St & 5 Ave,POINT (-73.98490707000001 40.74765947)
1488,352,W 56 St & 6 Ave,POINT (-73.97722478999999 40.76340613)
1496,411,E 6 St & Avenue D,POINT (-73.97668709 40.72228087)
1506,2021,W 45 St & 8 Ave,POINT (-73.98859650999999 40.75929124)
1511,372,Franklin Ave & Myrtle Ave,POINT (-73.95801365375519 40.69454608724602)
1599,232,Cadman Plaza E & Tillary St,POINT (-73.99014892 40.69597683)
1726,421,Clermont Ave & Park Ave,POINT (-73.97129667999999 40.69573398)
1818,351,Front St & Maiden Ln,POINT (-74.00612572 40.70530954)
1819,373,Willoughby Ave & Walworth St,POINT (-73.95381995 40.69331716)
1827,340,Madison St & Clinton St,POINT (-73.98776323 40.71269042)
1898,267,Broadway & W 36 St,POINT (-73.98765428 40.75097711)
1959,415,Pearl St & Hanover Square,POINT (-74.00926027 40.7047177)
2177,360,William St & Pine St,POINT (-74.00887308 40.70717936)
2238,302,Avenue D & E 3 St,POINT (-73.97793172 40.72082834)
2335,341,Stanton St & Mangin St,POINT (-73.97628939000001 40.71782143)
2360,2002,Wythe Ave & Metropolitan Ave,POINT (-73.96319799999999 40.716887)
2398,434,9 Ave & W 18 St,POINT (-74.00366443 40.74317449)
2400,322,Clinton St & Tillary St,POINT (-73.991218 40.696192)
2502,436,Hancock St & Bedford Ave,POINT (-73.95399026 40.68216564)
2650,390,Duffield St & Willoughby St,POINT (-73.98428440000001 40.69221589)
3098,279,Peck Slip & Front St,POINT (-74.00166999999999 40.707873)
3151,289,Monroe St & Classon Ave,POINT (-73.95881081 40.6845683)
3288,144,Nassau St & Navy St,POINT (-73.98068914 40.69839895)
3471,245,Myrtle Ave & St Edwards St,POINT (-73.97703874 40.69327018)
3620,2005,Railroad Ave & Kay Ave,POINT (-73.97100055999999 40.70531194)
4014,2001,Sands St & Navy St,POINT (-73.979927 40.699773)
4520,440,E 45 St & 3 Ave,POINT (-73.97282625 40.75255434)
4570,524,W 43 St & 6 Ave,POINT (-73.98316936000001 40.75527307)
5594,339,Avenue D & E 12 St,POINT (-73.97422494 40.72580614)
5618,484,W 44 St & 5 Ave,POINT (-73.98014437 40.75500254)
5981,228,E 48 St & 3 Ave,POINT (-73.971878855 40.7546011026)
6246,263,Elizabeth St & Hester St,POINT (-73.99622440338135 40.71759081805981)
6254,3014,3969.TEMP (Bike The Branches - Central Branch),POINT (-73.959114 40.722852)
7406,467,Dean St & 4 Ave,POINT (-73.97895137 40.68312489)
7435,443,Bedford Ave & S 9 St,POINT (-73.96408963 40.70853074)
10287,318,E 43 St & Vanderbilt Ave,POINT (-73.9779874 40.75320159)
10450,431,Hanover Pl & Livingston St,POINT (-73.98263428999999 40.68864636)
11953,218,Gallatin Pl & Livingston St,POINT (-73.98707105 40.69028437)
13801,400,Pitt St & Stanton St,POINT (-73.98178024000001 40.71926081)
16532,248,Laight St & Hudson St,POINT (-74.00771779 40.72185379)
19823,387,Centre St & Chambers St,POINT (-74.0046073 40.71273266)
70833,3000,MLSWKiosk,POINT (-73.986536 40.755467)
333097,160,E 37 St & Lexington Ave,POINT (-73.97846199999999 40.748158)
340963,409,DeKalb Ave & Skillman St,POINT (-73.95643106999999 40.6906495)
