,id,name,geometry
1291910,3148,E 84 St & 1 Ave,POINT (-73.95068615 40.77565541)
1294382,3150,E 85 St & York Ave,POINT (-73.94803392 40.77536905)
1296019,3151,E 81 St & York Ave,POINT (-73.94989233 40.7728384)
1296884,3152,3 Ave & E 71 St,POINT (-73.96119945 40.76873687)
1297876,3153,E 71 St & 2 Ave,POINT (-73.95910263061523 40.76817546742245)
1298236,3155,Lexington Ave & E 63 St,POINT (-73.96648977 40.76440023)
1300498,3156,E 72 St & York Ave,POINT (-73.95348296 40.76663814)
1303837,3157,East End Ave & E 86 St,POINT (-73.94446053999999 40.77518615)
1304967,3158,W 63 St & Broadway,POINT (-73.98261428000001 40.77163851)
1309801,3159,W 67 St & Broadway,POINT (-73.98266566 40.77492513)
1314510,3160,Central Park West & W 76 St,POINT (-73.97374737 40.77896784)
1318893,3161,W 76 St & Columbus Ave,POINT (-73.97728532552719 40.7801839724239)
1322336,3162,W 78 St & Broadway,POINT (-73.98093133 40.78339981)
1324700,3163,Central Park West & W 68 St,POINT (-73.97782542 40.7734066)
1331457,3164,Columbus Ave & W 72 St,POINT (-73.97898475 40.7770575)
1338485,3165,Central Park West & W 72 St,POINT (-73.97620573639871 40.77579376683666)
1345700,3166,Riverside Dr & W 72 St,POINT (-73.98562431335448 40.78057799010335)
1348946,3167,Amsterdam Ave & W 73 St,POINT (-73.98093044757842 40.77966809007312)
1354946,3168,Central Park West & W 85 St,POINT (-73.96961715 40.78472675)
1360081,3169,Riverside Dr & W 82 St,POINT (-73.98128127 40.78720869)
1362314,3170,W 84 St & Columbus Ave,POINT (-73.97283406 40.78499979)
1365284,3171,Amsterdam Ave & W 82 St,POINT (-73.97667321 40.78524672)
1368453,3172,W 74 St & Columbus Ave,POINT (-73.97754961 40.7785669)
1371000,3173,Riverside Blvd & W 67 St,POINT (-73.98888587951659 40.77750702754798)
1374657,3175,W 70 St & Amsterdam Ave,POINT (-73.98288594 40.77748046)
1375786,3176,W 64 St & West End Ave,POINT (-73.98753759 40.77452835)
1378038,3177,W 84 St & Broadway,POINT (-73.97711200000001 40.7867947)
1380726,3178,Riverside Dr & W 78 St,POINT (-73.98362492 40.78414472)
1383018,3179,Park Ave & Marcus Garvey Blvd,POINT (-73.94134200000001 40.698617)
1383480,3180,Brooklyn Bridge Park - Pier 2,POINT (-73.99712 40.69878)
1385584,3182,Yankee Ferry Terminal,POINT (-74.016966 40.686931)
1387469,3221,47 Ave & 31 St,POINT (-73.93561 40.743)
1387903,3223,E 55 St & 3 Ave,POINT (-73.96865397691727 40.75899655960512)
1391360,3226,W 82 St & Central Park West,POINT (-73.97136999999999 40.78275)
1394967,3231,E 67 St & Park Ave,POINT (-73.96592080593109 40.76780080148132)
1395460,3232,Bond St & Fulton St,POINT (-73.98304268717766 40.68962188790333)
1398034,3233,E 48 St & 5 Ave,POINT (-73.97805914282799 40.75724567911726)
1403311,3235,E 41 St & Madison Ave,POINT (-73.97992193698882 40.75216528062197)
1407709,3236,W 42 St & Dyer Ave,POINT (-73.99379968643187 40.75898481399634)
1411951,3240,NYCBS Depot BAL - DYR,POINT (-73.9938586950302 40.75903008219606)
1411971,3241,Monroe St & Tompkins Ave,POINT (-73.944694 40.68620300000001)
1412750,3242,Schermerhorn St & Court St,POINT (-73.99183362722397 40.69102925677968)
1413443,3243,E 58 St & 1 Ave,POINT (-73.96226227283478 40.75892386377695)
1416302,3244,University Pl & E 8 St,POINT (-73.99490341544151 40.73143724085228)
1420211,3249,Verona Pl & Fulton St,POINT (-73.94767910242079 40.6803560840434)
1421043,3254,Soissons Landing,POINT (-74.01486575603484 40.69231660719192)
1423531,3255,8 Ave & W 31 St,POINT (-73.9946848154068 40.7505853470215)
1431663,3256,Pier 40 - Hudson River Park,POINT (-74.01129573583603 40.7277140777778)
1439843,3258,W 27 St & 10 Ave,POINT (-74.00218427181244 40.75018156325682)
1445679,3259,9 Ave & W 28 St,POINT (-73.99923384189607 40.74937024193277)
1447373,3260,Mercer St & Bleecker St,POINT (-73.99662137031554 40.72706363348306)
1454291,3263,Cooper Square & Astor Pl,POINT (-73.99075269699097 40.7295149622495)
1461450,3282,5 Ave & E 88 St,POINT (-73.95939 40.78307)
1467334,3283,W 89 St & Columbus Ave,POINT (-73.97041561 40.7882213)
1470340,3284,E 88 St & Park Ave,POINT (-73.95595908164978 40.78141070019002)
1471712,3285,W 87 St & Amsterdam Ave,POINT (-73.9747 40.78839)
1474408,3288,E 88 St & 1 Ave,POINT (-73.94881340000001 40.778301)
1475653,3289,W 90 St & Amsterdam Ave,POINT (-73.97288918495178 40.79017948095081)
1477162,3292,5 Ave & E 93 St,POINT (-73.957481 40.78578510000001)
1479286,3293,W 92 St & Broadway,POINT (-73.9739 40.7921)
1481274,3294,E 91 St & Park Ave,POINT (-73.955327 40.7835016)
1482543,3295,Central Park W & W 96 St,POINT (-73.964839 40.79127)
1486755,3296,E 93 St & 2 Ave,POINT (-73.94891962409021 40.78245417527987)
1488049,3297,6 St & 7 Ave,POINT (-73.97988067 40.66866270000001)
1488871,3298,Warren St & Court St,POINT (-73.99383324 40.686371)
1490243,3299,E 98 St & Park Ave,POINT (-73.95206 40.78813)
1490755,3300,Prospect Park West & 8 St,POINT (-73.97637605667114 40.66514681533792)
1492241,3301,Columbus Ave & W 95 St,POINT (-73.968087 40.7919557)
1495849,3302,Columbus Ave & W 103 St,POINT (-73.9643412291 40.7969347)
1496429,3303,Butler St & Court St,POINT (-73.99440328999999 40.6849894)
1497381,3304,6 Ave & 9 St,POINT (-73.98377641 40.668127)
1498586,3305,E 91 St & 2 Ave,POINT (-73.94965589046478 40.78112229934165)
1501437,3306,10 St & 7 Ave,POINT (-73.98199886 40.6662078)
1502487,3307,West End Ave & W 94 St,POINT (-73.974124 40.7941654)
1504275,3308,Kane St & Clinton St,POINT (-73.99645295000001 40.68617579999999)
1505509,3309,E 97 St & 3 Ave,POINT (-73.94860294 40.7859201)
1506010,3310,14 St & 7 Ave,POINT (-73.98396846 40.663779)
1507125,3311,Columbia St & Kane St,POINT (-74.0016256 40.68763155)
1508269,3312,1 Ave & E 94 St,POINT (-73.94594000000001 40.78172120000001)
1509976,3313,6 Ave & 12 St,POINT (-73.9854617 40.66631810000001)
1510676,3314,W 95 St & Broadway,POINT (-73.97188800000001 40.7937704)
1513507,3315,Henry St & Degraw St,POINT (-73.99917254 40.6847514)
1515277,3317,10 St & 5 Ave,POINT (-73.98700053 40.6686273)
1516068,3318,2 Ave & E 96 St,POINT (-73.94716729999999 40.7839636)
1518677,3319,14 St & 5 Ave,POINT (-73.98895053 40.666287)
1519938,3320,Central Park West & W 100 St,POINT (-73.96286845207214 40.79406660818552)
1522540,3321,Clinton St & Union St,POINT (-73.99785267 40.6831164)
1523699,3322,12 St & 4 Ave,POINT (-73.99043940000001 40.668603)
1524225,3323,W 106 St & Central Park West,POINT (-73.96059090060001 40.7981856)
1526517,3324,3 Ave & 14 St,POINT (-73.99333264000001 40.6685455)
1527226,3326,Clinton St & Centre St,POINT (-74.00194698 40.67434)
1527575,3327,3 Ave & E 100 St,POINT (-73.94728331 40.7877214)
1527969,3328,W 100 St & Manhattan Ave,POINT (-73.9645 40.795)
1529702,3329,Degraw St & Smith St,POINT (-73.99318208 40.6829151)
1531093,3330,Henry St & Bay St,POINT (-74.00494695 40.6725058)
1531688,3331,Riverside Dr & W 104 St,POINT (-73.97114574390001 40.8013434)
1533583,3332,Degraw St & Hoyt St,POINT (-73.99079024791719 40.68199044270703)
1534371,3333,Columbia St & Lorraine St,POINT (-74.00755720000001 40.6747055)
1534492,3335,Union St & 4 Ave,POINT (-73.98282002000001 40.6772744)
1535979,3336,E 97 St & Madison Ave,POINT (-73.953559 40.787801)
1537827,3337,Dwight St & Van Dyke St,POINT (-74.01195555925368 40.67363551341504)
1538079,3338,2 Ave & E 99 St,POINT (-73.94552579 40.7862586)
1538757,3339,Berkeley Pl & 6 Ave,POINT (-73.97846878999999 40.6765304)
1539738,3340,Wolcott St & Dwight St,POINT (-74.0100698 40.6753274)
1540100,3341,Central Park West & W 102 St,POINT (-73.96186 40.795346)
1541628,3342,Pioneer St & Richards St,POINT (-74.0094613 40.67777479999999)
1542150,3343,W 107 St & Columbus Ave,POINT (-73.9621128676 40.7997568)
1542959,3344,Pioneer St & Van Brunt St,POINT (-74.011169 40.679043)
1543917,3345,Madison Ave & E 99 St,POINT (-73.9524292945862 40.78948541553215)
1545052,3346,Berkeley Pl & 7 Ave,POINT (-73.97523209452631 40.67514683870979)
1547228,3347,Van Brunt St & Wolcott St,POINT (-74.01275056 40.6773429)
1547968,3348,Coffey St & Conover St,POINT (-74.015665 40.677236)
1548639,3349,Grand Army Plaza & Plaza St West,POINT (-73.97087983999999 40.6729679)
1551673,3350,W 100 St & Broadway,POINT (-73.97041192 40.7973721)
1554252,3351,E 102 St & 1 Ave,POINT (-73.94164802 40.7869946)
1555948,3352,Sigourney St & Columbia St,POINT (-74.00879524648191 40.67267243410948)
1556249,3354,3 St & Prospect Park West,POINT (-73.97363831 40.668132)
1558453,3355,E 66 St & Madison Ave,POINT (-73.96845281124116 40.76800889305947)
1558961,3356,Amsterdam Ave & W 66 St,POINT (-73.98470567 40.7746671)
1560608,3357,W 106 St & Amsterdam Ave,POINT (-73.9664492472 40.80083629999999)
1561997,3358,Garfield Pl & 8 Ave,POINT (-73.97484126000001 40.67119779999999)
1562971,3359,E 68 St & Madison Ave,POINT (-73.96703463999999 40.7691572)
1564250,3360,Amsterdam Ave & W 79 St,POINT (-73.9786517 40.7829391)
1567468,3361,Carroll St & 6 Ave,POINT (-73.97872820000001 40.6740886)
1568720,3362,Madison Ave & E 82 St,POINT (-73.96069399 40.7781314)
1570905,3363,E 102 St & Park Ave,POINT (-73.95033067999999 40.7904828)
1571671,3364,Carroll St & 5 Ave,POINT (-73.9814832 40.6751622)
1573072,3365,3 St & 7 Ave,POINT (-73.97839676 40.67038370000001)
1574434,3366,West End Ave & W 107 St,POINT (-73.96818053050001 40.8021174)
1576046,3367,5 Ave & E 103 St,POINT (-73.95249932999999 40.79225529999999)
1578571,3368,5 Ave & 3 St,POINT (-73.98352355 40.67281550000001)
1580292,3369,E 82 St & East End Ave,POINT (-73.9468208 40.7724607)
1581625,3370,E 78 St & 2 Ave,POINT (-73.95577801 40.7727966)
1583145,3371,4 Ave & 2 St,POINT (-73.98501142859459 40.67461342247582)
1583843,3372,E 74 St & 1 Ave,POINT (-73.95482273 40.7689738)
1586513,3373,3 St & 3 Ave,POINT (-73.98775225999999 40.6750705)
1587969,3374,Central Park North & Adam Clayton Powell Blvd,POINT (-73.955613 40.799484)
1592293,3375,3 Ave & E 72 St,POINT (-73.96060712000001 40.7699426)
1593466,3376,E 65 St & 2 Ave,POINT (-73.96222069859505 40.76471851944339)
1594928,3377,Carroll St & Bond St,POINT (-73.99037292 40.6786115)
1595660,3378,E 76 St & Park Ave,POINT (-73.96222088 40.773763)
1597043,3379,E 103 St & Lexington Ave,POINT (-73.94755757 40.7903051)
1597857,3381,3 St & Hoyt St,POINT (-73.99364122999999 40.6777287)
1598153,3382,Carroll St & Smith St,POINT (-73.99475825 40.680611)
1600211,3383,Cathedral Pkwy & Broadway,POINT (-73.96699104 40.804213)
1602332,3384,Smith St & 3 St,POINT (-73.99599099 40.6787242)
1603535,3386,1 Pl & Clinton St,POINT (-73.99905708999999 40.6809591)
1604570,3387,E 106 St & Madison Ave,POINT (-73.94945002999999 40.79343370000001)
1605034,3388,President St & Henry St,POINT (-73.99990419 40.6828003)
1606101,3389,Carroll St & Columbia St,POINT (-74.00348559 40.6830456)
1607182,3390,E 109 St & 3 Ave,POINT (-73.94320829999999 40.79329668)
1607760,3391,E 106 St & 1 Ave,POINT (-73.93956237 40.7892529)
1608184,3392,Commerce St & Van Brunt St,POINT (-74.00860912 40.68121170000001)
1608675,3393,Richards St & Delavan St,POINT (-74.00785041 40.67943270000001)
1609052,3394,Columbia St & W 9 St,POINT (-74.00647134 40.6769993)
1609393,3396,Clinton St & 4 Place,POINT (-74.00014502000001 40.6783563)
1610458,3397,Court St & Nelson St,POINT (-73.99869893 40.6763947)
1611482,3398,Smith St & 9 St,POINT (-73.99785768 40.67469570000001)
1612503,3399,7 St & 3 Ave,POINT (-73.98983001708984 40.67260298150126)
1613187,3400,E 110 St & Madison Ave,POINT (-73.94782145000001 40.7961535)
1614563,3401,2 Ave & 9 St,POINT (-73.99331393999999 40.6724811)
1615050,3402,Court St & State St,POINT (-73.99203074 40.6902375)
1618318,3403,4 Ave & 9 St,POINT (-73.98876584999999 40.6705135)
1619327,3404,7 St & 5 Ave,POINT (-73.98541675 40.67049220000001)
1620376,3405,5 St & 6 Ave,POINT (-73.98208968 40.6704836)
1621012,3407,Union St & Nevins St,POINT (-73.98765474557877 40.67909799721684)
1622457,3408,Congress St & Clinton St,POINT (-73.99520919 40.6881529)
1624117,3409,Bergen St & Smith St,POINT (-73.99063168000001 40.68674429999999)
1627331,3410,Dean St & Hoyt St,POINT (-73.98759104 40.6864442)
1628558,3411,Bond St & Bergen St,POINT (-73.98620772 40.6849668)
1630072,3412,Pacific St & Nevins St,POINT (-73.98302136 40.6853761)
1631064,3413,Wyckoff St & 3 Ave,POINT (-73.98258555 40.6827549)
1632182,3414,Bergen St & Flatbush Ave,POINT (-73.97567331790923 40.6809447234773)
1633779,3415,Prospect Pl & 6 Ave,POINT (-73.97519523 40.6793307)
1635207,3417,Baltic St & 5 Ave,POINT (-73.97854971 40.6795766)
1636743,3418,Plaza St West & Flatbush Ave,POINT (-73.97111473 40.6750207)
1639032,3419,Douglass St & 4 Ave,POINT (-73.98154004 40.67927879999999)
1640227,3420,Douglass St & 3 Ave,POINT (-73.98432695 40.6802133)
1641693,3421,Hoyt St & Warren St,POINT (-73.98901629 40.6843549)
1642187,3422,Columbia St & Degraw St,POINT (-74.00242364 40.6859296)
1643513,3423,West Drive & Prospect Park West,POINT (-73.97945255041121 40.6610633719006)
1646922,3424,E 106 St & Lexington Ave,POINT (-73.945993 40.791976)
1647573,3425,2 Ave & E 104 St,POINT (-73.94370784 40.7892105)
1648634,3427,Lafayette St & Jersey St,POINT (-73.99600982666016 40.72430527250332)
1654828,3429,Hanson Pl & Ashland Pl,POINT (-73.97790759801863 40.68506807308177)
1658856,3430,Richardson St & N Henry St,POINT (-73.94223690032959 40.71907891179564)
1660121,3431,E 35 St & 3 Ave,POINT (-73.977885 40.746524)
1663422,3432,NYCBS Depot - GOW,POINT (-73.99463653564453 40.66906013501107)
1663439,3434,W 88 St & West End Ave,POINT (-73.97718340158461 40.79025417330418)
1663479,3435,Grand St & Elizabeth St,POINT (-73.99596 40.718822)
1670501,3437,Riverside Dr & W 91 St,POINT (-73.97700369358063 40.79313480986664)
1672390,3438,E 76 St & 3 Ave,POINT (-73.95842134952545 40.77224853772174)
1673541,3440,Fulton St & Adams St,POINT (-73.98949474096298 40.69241829257847)
1676604,3441,10 Hudson Yards,POINT (-74.00264 40.752957)
1677114,3443,W 52 St & 6 Ave,POINT (-73.97982001304626 40.76132983124814)
1680729,3449,Eckford St & Engert Ave,POINT (-73.94800901412964 40.72146256229816)
1681315,3452,Bayard St & Leonard St,POINT (-73.94885390996933 40.71915571696044)
1682379,3453,Devoe St & Lorimer St,POINT (-73.9491033554077 40.71335226222875)
1682632,3454,Leonard St & Maujer St,POINT (-73.94705951213838 40.71036854235229)
1683689,3456,Jackson St & Leonard St,POINT (-73.94821286201476 40.71638031973561)
1684125,3457,E 58 St & Madison Ave,POINT (-73.97209525108337 40.76302594280519)
1686398,3458,W 55 St & 6 Ave,POINT (-73.97835016250609 40.76309387270797)
1690478,3459,E 53 St & 3 Ave,POINT (-73.9693057537079 40.75763227739443)
1693988,3461,Murray St & Greenwich St,POINT (-74.01122331619263 40.71485150526252)
1697843,3462,E 44 St & 2 Ave,POINT (-73.97138714790343 40.75118387463277)
1700294,3463,E 16 St & Irving Pl,POINT (-73.98797392845155 40.73536705560539)
1703925,3466,W 45 St & 6 Ave,POINT (-73.98257732391356 40.75668720603179)
1707793,3467,W Broadway & Spring Street,POINT (-74.00165855884552 40.72494672359416)
1712116,3468,NYCBS Depot - STY - Garage 4,POINT (-73.9747502 40.7303801)
1712191,3469,India St & West St,POINT (-73.95995020866394 40.73181401720966)
1713058,3472,W 15 St & 10 Ave,POINT (-74.00747358798982 40.74275382865903)
1717521,3474,6 Ave & Spring St,POINT (-74.00412082672119 40.7252556952547)
1721918,3477,39 St & 2 Ave - Citi Bike HQ at Industry City,POINT (-74.01062786579131 40.65539977447831)
1722224,3478,2 Ave & 36 St - Citi Bike HQ at Industry City,POINT (-74.00870203971863 40.65708866668485)
1723167,3479,Picnic Point,POINT (-74.02535319328308 40.68512559515415)
1724866,3485,NYCBS Depot - RIS,POINT (-73.97472399999999 40.725208)
1724879,3486,Schermerhorn St & Bond St,POINT (-73.98451656103134 40.68841742754083)
1727390,3489,Gold St & Frankfort St,POINT (-74.00354146957396 40.71069994631387)
1728648,3490,E 116 St & 2 Ave,POINT (-73.93726099999999 40.796879)
1729259,3491,E 118 St & 1 Ave,POINT (-73.93504 40.79747)
1729919,3492,E 118 St & Park Ave,POINT (-73.9419949 40.8005385)
1730171,3493,E 118 St & 3 Ave,POINT (-73.9389152 40.799139)
1730752,3494,E 115 St & Lexington Ave,POINT (-73.9423 40.797911)
1731260,3495,E 114 St & 1 Ave,POINT (-73.9362541 40.79456629999999)
1731757,3496,1 Ave & E 110 St,POINT (-73.9383 40.7923272)
1732972,3497,Pleasant Ave & E 116 St,POINT (-73.93333490000001 40.7949879)
1734290,3498,Pleasant Ave & E 120 St,POINT (-73.9311847 40.7974772)
1734704,3499,2 Ave & E 122 St,POINT (-73.9349 40.8006721)
1735117,3500,E 115 St & Madison Ave,POINT (-73.944846 40.7989445)
1735572,3501,E 118 St & Madison Ave,POINT (-73.9442507 40.8014866)
1736056,3502,Lexington Ave & E 111 St,POINT (-73.94412320000001 40.79541210000001)
1736847,3503,Madison Ave & E 120 St,POINT (-73.942954 40.80295)
1737213,3504,E 123 St & Lexington Ave,POINT (-73.9379 40.8029263)
1737760,3505,Lexington Ave & E 127 St,POINT (-73.936322 40.805726)
1738083,3506,Lexington Ave & E 120 St,POINT (-73.93981670000001 40.8013066)
1738422,3507,Park Ave & E 124 St,POINT (-73.93968609999999 40.8045555)
1740789,3508,St Nicholas Ave & Manhattan Ave,POINT (-73.953149 40.809725)
1742181,3509,Lenox Ave & W 115 St,POINT (-73.95007390000001 40.8011939)
1743038,3510,Adam Clayton Powell Blvd & W 123 St,POINT (-73.94937299999999 40.8078316)
1743866,3511,Adam Clayton Powell Blvd & W 115 St,POINT (-73.9532423 40.802535)
1744492,3512,27 Ave & 4 St,POINT (-73.93378940000001 40.7747175)
1744643,3513,21 St & Hoyt Ave S,POINT (-73.92370600000001 40.774645)
1745117,3514,Astoria Park S & Shore Blvd,POINT (-73.92763100000001 40.7767)
1745981,3515,24 Ave & 26 St,POINT (-73.918544 40.774591)
1746546,3516,31 St & Astoria Blvd,POINT (-73.91840570000001 40.76991760000001)
1747673,3517,31 St & Hoyt Ave N,POINT (-73.9170074 40.7711528)
1748401,3518,Lenox Ave & W 126 St,POINT (-73.94520870000001 40.808442)
1750017,3520,Adam Clayton Powell Blvd & W 118 St,POINT (-73.951475 40.804372)
1750663,3521,Lenox Ave & W 111 St,POINT (-73.95229999999999 40.7987859)
1753767,3522,37 St & 24 Ave,POINT (-73.91209379999999 40.7701477)
1754201,3523,24 Ave & 29 St,POINT (-73.91614200000001 40.7729)
1754707,3524,19 St & 24 Ave,POINT (-73.92254029999999 40.77745520000001)
1755530,3525,23 Ave & 27 St,POINT (-73.9153175 40.776165)
1755822,3526,31 St & 23 Ave,POINT (-73.91255509999999 40.7747878)
1757475,3527,5 Ave & E 126 St,POINT (-73.94174699999999 40.80698)
1757906,3528,Steinway St & 23 Ave,POINT (-73.9077436 40.7713937)
1758450,3529,Lenox Ave & W 130 St,POINT (-73.9430681 40.8107922)
1759887,3530,Crescent St & Ditmars Blvd,POINT (-73.9145645 40.7787185)
1760479,3531,Frederick Douglass Blvd & W 129 St,POINT (-73.9492286 40.8125511)
1761047,3532,Ditmars Blvd & 19 St,POINT (-73.9183302 40.78145)
1761943,3533,St. Nicholas Ave & W 126 St,POINT (-73.95187759999999 40.8114323)
1762947,3534,Frederick Douglass Blvd & W 117 St,POINT (-73.95469200000001 40.805159)
1765155,3535,Mt Morris Park W & W 120 St,POINT (-73.945925 40.804038)
1765973,3536,W 116 St & Broadway,POINT (-73.9641 40.8082)
1767459,3537,Carlton Ave & Dean St,POINT (-73.97100970000001 40.68097410000001)
1768485,3538,W 110 St & Amsterdam Ave,POINT (-73.96295000000001 40.802692)
1769905,3539,W 116 St & Amsterdam Ave,POINT (-73.9607082 40.8067581)
1771138,3540,Morningside Ave & W 123 St,POINT (-73.9551508 40.81)
1771788,3541,Amsterdam Ave & W 125 St,POINT (-73.956461 40.813358)
1772505,3542,Amsterdam Ave & W 119 St,POINT (-73.9596214 40.8086249)
1773546,3543,Morningside Dr & Amsterdam Ave,POINT (-73.95736455917357 40.81028506306003)
1773991,3544,Underhill Ave & Pacific St,POINT (-73.9646795 40.6804836)
1774969,3545,Broadway & W 122 St,POINT (-73.9612547 40.8120562)
1775593,3546,Pacific St & Classon Ave,POINT (-73.95879029999999 40.67919439999999)
1775891,3547,Broadway & Moylan Pl,POINT (-73.9590255 40.8143256)
1777395,3549,Grand Ave & Bergen St,POINT (-73.962408 40.678045)
1778404,3551,3 Ave & E 112 St,POINT (-73.94160600000001 40.795508)
1778897,3552,W 113 St & Broadway,POINT (-73.964928 40.805973)
1780343,3553,Frederick Douglass Blvd & W 112 St,POINT (-73.957145 40.801694)
1782351,3554,Vernon Blvd & 41 Rd,POINT (-73.94856779999999 40.7552433)
1782883,3555,28 St & 41 Ave,POINT (-73.93796999999999 40.751047)
1783932,3556,24 St & 41 Ave,POINT (-73.9397405 40.7527085)
1784512,3557,40 Ave & 9 St,POINT (-73.945133 40.75742)
1784695,3558,Bergen St & Vanderbilt Ave,POINT (-73.96804379999999 40.6794388)
1786235,3559,21 St & 38 Ave,POINT (-73.9391224 40.7576314)
1786404,3560,28 St & 38 Ave,POINT (-73.934326 40.754876)
1786946,3561,37 Ave & 35 St,POINT (-73.92799170000001 40.7531106)
1787405,3562,Classon Ave & St Marks Ave,POINT (-73.95960820000001 40.67651979999999)
1788677,3563,28 St & 36 Ave,POINT (-73.93271899999999 40.757186)
1789182,3564,21 St & 36 Ave,POINT (-73.9362726 40.7601853)
1789374,3565,36 Ave & 10 St,POINT (-73.9411265 40.7614376)
1789943,3566,Crescent St & 35 Ave,POINT (-73.93214549999999 40.7596276)
1790392,3567,11 St & 35 Ave,POINT (-73.9391141 40.76274420000001)
1790543,3568,34 St & 35 Ave,POINT (-73.92622309999999 40.75693320000001)
1791310,3569,Franklin Ave & St Marks Ave,POINT (-73.95616770000001 40.6758324)
1792287,3570,35 Ave & 37 St,POINT (-73.92366109999999 40.7557327)
1793130,3571,Bedford Ave & Bergen St,POINT (-73.95291800000001 40.676368)
1794154,3572,34 Ave & 38 St,POINT (-73.921631 40.756913)
1795427,3573,35 St & 34 Ave,POINT (-73.92427509999999 40.7580583)
1795878,3574,Prospect Pl & Underhill Ave,POINT (-73.96579 40.6769694)
1796829,3575,Crescent St & 34 Ave,POINT (-73.93056199999999 40.76108)
1797354,3576,Park Pl & Vanderbilt Ave,POINT (-73.969024 40.6767)
1798982,3577,34 Ave & 21 St,POINT (-73.9342862 40.7628138)
1799365,3578,Park Pl & Franklin Ave,POINT (-73.95649470000001 40.67418060000001)
1800108,3579,Sterling Pl & Bedford Ave,POINT (-73.954131 40.672695)
1800905,3580,St Johns Pl & Washington Ave,POINT (-73.96316109999999 40.6737236)
1801985,3581,Underhill Ave & Lincoln Pl,POINT (-73.9671457 40.67401229999999)
1803100,3582,Lincoln Pl & Classon Ave,POINT (-73.9609 40.6721683)
1803547,3583,Eastern Pkwy & Washington Ave,POINT (-73.9631145 40.6716493)
1804644,3584,Eastern Pkwy & Franklin Ave,POINT (-73.9576801 40.6707767)
1806122,3585,Union St & Bedford Ave,POINT (-73.9554162 40.6691783)
1806438,3586,34 Ave & 13 St,POINT (-73.9364848 40.7638753)
1806643,3587,Carroll St & Washington Ave,POINT (-73.9618148 40.6686744)
1806922,3588,Vernon Blvd & 10 St,POINT (-73.9373554 40.7671863)
1807588,3589,Broadway & 12 St,POINT (-73.93477740000002 40.7668)
1808052,3590,Carroll St & Franklin Ave,POINT (-73.9588 40.6679411)
1808261,3591,21 St & 31 Dr,POINT (-73.930819 40.7659)
1809052,3592,Crescent St & Broadway,POINT (-73.92864709999999 40.7633589)
1810032,3593,31 St & Broadway,POINT (-73.925921 40.761584)
1811400,3595,35 St & Broadway,POINT (-73.9222427 40.760339)
1812077,3596,Sullivan Pl & Bedford Ave,POINT (-73.9574686 40.6642406)
1812236,3597,43 St & Broadway,POINT (-73.91663680000001 40.7577284)
1812966,3598,Newton Rd & 44 St,POINT (-73.91426779999999 40.7595701)
1813461,3599,Franklin Ave & Empire Blvd,POINT (-73.96056949999999 40.66314000000001)
1815030,3601,Sterling St & Bedford Ave,POINT (-73.9569115 40.6627059)
1815335,3602,31 Ave & 34 St,POINT (-73.920827 40.763154)
1816320,3603,31 Ave & 30 St,POINT (-73.9240312 40.7647)
1816980,3604,Rogers Ave & Sterling St,POINT (-73.95387459999999 40.6630619)
1817601,3605,31 Ave & Crescent St,POINT (-73.9265474 40.76583460000001)
1818285,3606,49 Ave & 21 St,POINT (-73.948852 40.74252)
1818707,3607,31 Ave & 14 St,POINT (-73.9322662 40.7682)
1819095,3608,5 St & 51 Ave,POINT (-73.95659999999999 40.7423737)
1819577,3609,Vernon Blvd & 31 Ave,POINT (-73.93545040000001 40.7692475)
1820159,3610,Vernon Blvd & 30 Rd,POINT (-73.93417099999999 40.770845)
1821129,3611,Vernon Blvd & 47 Rd,POINT (-73.9534573 40.7449067)
1822099,3612,30 Ave & 21 St,POINT (-73.92860779999999 40.77037429999999)
1822390,3613,Center Blvd & 48 Ave,POINT (-73.957539 40.745038)
1823444,3614,Crescent St & 30 Ave,POINT (-73.9249574 40.768692)
1824013,3615,44 Dr & 21 St,POINT (-73.94609270000001 40.748)
1825057,3616,Steinway St & 28 Ave,POINT (-73.9136695 40.7656251)
1825627,3617,28 Ave & 35 St,POINT (-73.91698580000001 40.7671)
1826239,3618,27 St & Hunter St,POINT (-73.941275 40.7485)
1826764,3619,Newtown Ave & 23 St,POINT (-73.9246145 40.7713615)
1827382,3620,11 St & 43 Ave,POINT (-73.94791190000001 40.7519071)
1827511,3621,27 Ave & 9 St,POINT (-73.93091340000001 40.7739825)
1827834,3622,E 128 St & Madison Ave,POINT (-73.93918199999999 40.80756)
1828284,3623,W 120 St & Claremont Ave,POINT (-73.96339999999999 40.8109494)
1829507,3625,28 St & 40 Ave,POINT (-73.9364281 40.7525758)
1829813,3628,Lenox Ave & W 117 St,POINT (-73.9490782 40.8025566)
1830858,3629,Adam Clayton Powell Blvd & W 126 St,POINT (-73.94776493310928 40.80949534777947)
1831580,3631,Crown St & Bedford Ave,POINT (-73.95674100000001 40.666563)
1831822,3632,E 12 St & Avenue B,POINT (-73.97881150245668 40.72804857136261)
1836287,3635,W 36 St & 9 Ave,POINT (-73.99516761302948 40.75462324029105)
1840737,3637,Fulton St & Waverly Ave,POINT (-73.96599590778352 40.68323865460341)
1842284,3641,Broadway & W 25 St,POINT (-73.98918628692627 40.74286877312112)
1849666,3646,35 Ave & 10 St,POINT (-73.93985509872438 40.76315481910373)
