,address,lng,lat
5056,1370 CARROLL STREET,-73.9434445,40.6665771
5057,1310 CARROLL STREET,-73.945852,40.666649
5058,370 CROWN STREET,-73.947214,40.665802
5059,460 CROWN STREET,-73.94390369999999,40.6656763
5060,110 ALBANY AVENUE,-73.9388487,40.6768431
5061,200 TROY AVE,-75.6006443,39.7204665
5062,1550 PARK PLACE,-73.9260182,40.6718791
5063,1560 PRESIDENT STREET,-73.9364184,40.6670846
5064,450 EASTERN PARKWAY,-73.9536851,40.6695794
5065,1270 ST MARKS AVENUE,-73.9271989,40.6737808
5066,1280 ST MARKS AVENUE,-73.92688079999999,40.6737143
5067,1290 ST MARKS AVENUE,-73.9264985,40.6737486
5068,1470 PROSPECT PLACE,-73.9276816,40.6729506
5069,1480 PROSPECT PLACE,-73.92741699999999,40.6728748
5070,1490 PROSPECT PLACE,-73.92714149999999,40.6729128
5071,940 SAINT MARKS AVENUE,-73.9397858,40.6747137
5072,790 ST. JOHNS PLACE,-73.95205440000001,40.6716247
5073,1220 PRESIDENT STREET,-73.94964639999999,40.6678144
5074,550 CROWN STREET,-73.9404531,40.6654413
5075,1600 BERGEN STREET,-73.92988559999999,40.6748204
5076,1270 ST. MARKS AVENUE,-73.9271989,40.6737808
5077,1270 ST.MARKS AVENUE,-73.9271989,40.6737808
5078,1280 ST. MARKS AVENUE,-73.92688079999999,40.6737143
5079,270 ALBANY AVE,-73.9394609,40.6713917
5080,360 ST MARKS AVENUE,-73.9635461,40.6773603
5081,470 STERLING PLACE,-74.1053452,40.9908081
5082,910 PARK PLACE,-73.9475951,40.6731057
5083,630 EASTERN PARKWAY,-73.9477361,40.6696711
5084,340 NEW YORK AVENUE,-78.882781,38.4440241
5085,580 CROWN,-73.93864570000001,40.6652953
5086,450 PROSPECT PLACE,-73.961592,40.675833
5087,490 PARK PLACE,-86.4122646,39.4313894
5088,580 STERLING PLACE,-73.9592414,40.6735768
5089,450 LINCOLN PLACE,-73.9613785,40.6722091
5090,1230 DEAN STREET,-73.94862499999999,40.676568
5091,1290 DEAN STREET,-73.94624449999999,40.67647789999999
5092,720 PROSPECT PLACE,-73.9527031,40.6743239
5093,1430 BEDFORD AVENUE,-73.95407399999999,40.674143
5094,1350 ST JOHNS PL,-73.93355729999999,40.6704942
5095,1550 UNION STREET,-122.4250916,37.7988281
5096,1580 ATLANTIC AVENUE,-80.608785,28.290204
5097,110 KINGSTON AVENUE,-73.9418833,40.6759388
5098,150 UTICA AVENUE,-73.93087109999999,40.673849
5099,310 TROY AVENUE,-75.6022812,39.7209888
5100,830 DEAN STREET,-73.96261059999999,40.6788166
5101,1570 PACIFIC STREET,-93.03337700000002,44.951108
5102,1550 BERGEN STREET,-73.93171029999999,40.6748963
5103,0 PORTAL STREET,0.0,0.0
5104,840 DEAN STREET,-73.9622596,40.6787809
5105,1100 PACIFIC STREET,-121.9010396,36.5886658
5106,920 BERGEN STREET,-75.0684952,40.07881039999999
5107,1540 DEAN STREET,-73.93705,40.676071
5108,630 CLASSON AVENUE,-73.959019,40.67846900000001
5109,410 UTICA,-76.49866659999999,42.4489683
5110,40 MARGINAL STREET WEST,-73.8982095,40.6787114
5111,50 SCHENCK COURT,0.0,0.0
5112,130 RIDGEWOOD AVENUE,-74.2108636,40.7951657
5113,70 HENDRIX STREET,-73.891643,40.680639
5114,70 BARBEY STREET,-73.890018,40.6814139
5115,110 RIDGEWOOD AVENUE,-74.2121317,40.7941563
5116,30 RICHMOND STREET,0.0,0.0
5117,10 COX PLACE,-112.483222,34.564214
5118,420 ETNA STREET,-73.86841729999999,40.6879323
5119,80 LOGAN STREET,-104.9821223,39.7179188
5120,120 AUTUMN AVENUE,-73.8712295,40.6872937
5121,270 ELDERT LANE,-73.8666865,40.684433
5122,280 ELDERT LANE,-73.86666129999999,40.6841896
5123,310 ELDERT LANE,-73.8665283,40.6834785
5124,40 MAIN STREET,-73.6237716,40.7077869
5125,70 WASHINGTON ST,-73.98984449999999,40.7020292
5126,70 BRIDGE STREET,-70.88924209999999,42.5310169
5127,80 HUDSON AVENUE,-73.9814328,40.7024084
5128,300 STATE STREET,-80.0872132,42.1317791
5129,180 SCHERMERHORN,-73.98711229999999,40.6893552
5130,110 LIVINGSTON,-73.9899258,40.6909831
5131,190 STATE STREET,-73.9926299,40.6903408
5132,20 ELM PLACE,-71.65281,42.834978
5133,570 FULTON STREET,-73.9797431,40.6881776
5134,440 FULTON STREET,-73.9855396,40.6904781
5135,480 FULTON STREET,-73.9837289,40.689879
5136,300 GOLD,-90.3489252,38.6481301
5137,300 GOLD ST,-73.98329489999999,40.6952681
5138,80 PROSPECT STREET,-71.10218499999999,42.36715299999999
5139,100 ADAMS STREET,-75.5407939,40.1823693
5140,60 PROSPECT STREET,-74.40857989999999,41.4429239
5141,130 PEARL STREET,-104.9800035,39.7190773
5142,170 PEARL STREET,-78.8763269,42.8843102
5143,960 BAY RIDGE AVE,-74.0113549,40.6279375
5144,7210 10 AVENUE,0.0,0.0
5145,1070 73RD STREET,-74.011285,40.6242516
5146,7310 10TH AVENUE,-74.0093085,40.7400256
5147,1050 74TH STREET,-74.012339,40.623936
5148,960 BAY RIDGE PARKWAY,-74.015199,40.6246668
5149,7520 10TH AVENUE,-74.014714,40.623987
5150,930 76TH STREET,-118.2902512,33.9704107
5151,980 77TH STREET,-74.01612639999999,40.6233388
5152,1040 76TH STREET,-74.013825,40.622895
5153,1050 76TH STREET,-74.0135557,40.6227427
5154,1060 76TH STREET,-85.638228,42.82518280000001
5155,1010 78TH STREET,-118.2923331,33.9692016
5156,940 78TH STREET,-74.0178249,40.6235018
5157,7800 10TH AVENUE,-82.74864199999999,27.7571591
5158,8010 10TH AVENUE,-74.017455,40.62136
5159,920 81ST STREET,-74.019245,40.621593
5160,910 81ST STREET,-74.0194867,40.6218246
5161,1050 80TH STREET,-74.015896,40.620501
5162,8100 10TH AVENUE,-105.087494,39.732594
5163,950 82ND STREET,-80.1770224,25.850089
5164,1070 82ND STREET,-101.8466744,33.5198774
5165,1060 83RD STREET,-74.0174577,40.6186914
5166,1130 70TH STREET,-74.008237,40.625127
5167,1150 70TH STREET,-74.00778199999999,40.62485
5168,1130 73RD STREET,-74.00997799999999,40.623432
5169,1140 74TH STREET,-74.01033079999999,40.622818
5170,1330 BAY RIDGE PARKWAY,-74.00680659999999,40.6196042
5171,1130 76TH STREET,-74.0118222,40.621675
5172,1210 76TH STREET,-76.4248734,37.0209405
5173,1170 76TH STREET,-74.010898,40.621127
5174,1130 77TH STREET,-74.0123966,40.6211763
5175,1150 77TH STREET,-74.01193099999999,40.620847
5176,1160 77TH STREET,-74.01169999999999,40.620709
5177,1170 77TH STREET,-74.0114801,40.6206099
5178,1120 78TH STREET,-76.4283119,37.0214266
5179,1230 78TH STREET,-74.010853,40.619286
5180,1220 78TH STREET,-74.011078,40.619422
5181,1110 79TH STREET,-74.01411499999999,40.620291
5182,1230 79TH STREET,-74.01345239999999,40.8047562
5183,1150 80TH STREET,-122.342545,47.6870871
5184,1230 80TH STREET,-74.011939,40.61812
5185,1140 82ND STREET,-87.596248,41.7460641
5186,8120 12TH AVENUE,-80.308438,25.896308
5187,8110 13TH AVENUE,-74.0115029,40.6167901
5188,8210 12TH AVENUE,-80.17405780000001,25.8508022
5189,8210 14TH AVENUE,-122.3131413,47.6888861
5190,1120 84TH STREET,-74.01005839999999,40.8074055
5191,1270 84TH STREET,-74.013418,40.6153726
5192,1220 85TH STREET,-73.903983,40.632392
5193,1230 85 STREET,-74.014871,40.6153199
5194,1260 86TH STREET,-73.902315,40.63211200000001
5195,1370 86TH STREET,-74.0142348,40.6142668
5196,1340 86TH STREET,-73.900994,40.63092
5197,1020 66TH STREET,-74.00839119999999,40.6288389
5198,1320 67TH STREET,-122.2820255,37.850228
5199,60 11TH AVE,-84.3853336,33.7835027
5200,1050 67TH STREET,-74.0082765,40.6279137
5201,1330 67TH STREET,-122.4101136,47.1960747
5202,950 70TH STREET,-74.0122178,40.6275615
5203,950 72ND STREET,-74.0131935,40.6263109
5204,7410 10TH AVENUE,-74.01392,40.624757
5205,1370 70TH STREET,-74.00285939999999,40.6220016
5206,8400 13TH AVENUE,-74.0127148,40.6152224
5207,6600 11TH AVENUE,-118.3286887,33.979805
5208,430 NEW JERSEY,-77.00659449999999,38.8842714
5209,440 VERMONT STREET,-73.893328,40.668597
5210,460 VERMONT STREET,-122.4046607,37.7637281
5211,400 SNEDIKER AVENUE,-73.90017139999999,40.6651025
5212,480 SNEDIKER AVENUE,-73.8997186,40.6631499
5213,480 HINSDALE STREET,-73.8987454,40.6630976
5214,500 ALABAMA AVENUE,-85.65332120000001,30.2501927
5215,270 ASHFORD STREET,-73.8858133,40.6758391
5216,130 MILFORD STREET,-73.8778562,40.6765073
5217,370 BARBEY STREET,-73.888071,40.6737835
5218,500 LINWOOD STREET,-73.8825762,40.6730961
5219,530 BELMONT AVE,-74.184949,40.941458
5220,260 BERRIMAN STREET,-73.879632,40.672194
5221,460 JEROME STREET,-73.886214,40.670204
5222,920 BLAKE AVENUE,-73.8844252,40.66917770000001
5223,590 LINWOOD STREET,-73.8820246,40.6707505
5224,560 SHEPHERD AVENUE,-73.880185,40.67054100000001
5225,1030 BLAKE AVENUE,-73.88027939999999,40.6697736
5226,1020 DUMONT AVENUE,-73.88074,40.668092
5227,530 SCHENCK AVENUE,-73.8874037,40.6675273
5228,710 LINWOOD STREET,-117.05171,33.1273852
5229,90 FOUNTAIN,0.0,0.0
5230,90 FOUNTAIN AVENUE,-73.8762598,40.67796930000001
5231,100 GLEN STREET,-73.62772720000001,40.8634785
5232,360 EUCLID AVE,-80.1782303,40.264616
5233,360 EUCLID AVENUE,-118.1425256,34.1396337
5234,360 AUTUMN AVENUE,-73.8695575,40.6811248
5235,100 HILL STREET,-77.44943409999999,39.4131301
5236,200 FORBELL STREET,-73.86426949999999,40.6782061
5237,190 FORBELL STREET,-73.8642465,40.6784539
5238,570 ELDERT LANE,-73.8646681,40.6769764
5239,960 BELMONT AVENUE,-74.1895456,40.9553872
5240,1320 DUMONT AVENUE,-73.86913000000001,40.66977
5241,740 VERMONT STREET,-122.4043177,37.7596724
5242,710 VERMONT STREET,-122.4043952,37.7604213
5243,670 SCHENCK AVENUE,-73.8862741,40.6638679
5244,760 ELTON STREET,-73.8800267,40.6642701
5245,970 SCHENCK AVE,-73.88087,40.656561
5246,580 MONTAUK AVENUE,-72.0977596,41.3307085
5247,950 CRESCENT STREET,-79.9790556,37.2899956
5248,970 CRESCENT STREET,-120.797587,38.727713
5249,970 CRESCENT ST,-120.797587,38.727713
5250,140 COZINE AVENUE,-73.8865294,40.6542155
5251,150 COZINE AVENUE,-73.8859987,40.6542424
5252,12140 FLATLANDS AVENUE,-73.8853007,40.6531082
5253,"12200 FLATLANDS AVENUE, BU",-73.90153649999999,40.643438
5254,12390 FLATLAND AVENUE,-73.87711089999999,40.6566413
5255,430 COZINE AVENUE,-73.8767414,40.6586812
5256,1010 ELTON STREET,-73.8758295,40.6585322
5257,1020 ELTON STREET,-73.8757081,40.6584043
5258,10 HINSDALE STREET,-73.9018062,40.6751915
5259,140 PENNSYLVANIA AVENUE,-77.586641,43.166568
5260,2170 PITKIN AVENUE,-73.8923835,40.6722169
5261,1110 LIBERTY AVENUE,-73.8683008,40.6783866
5262,1380 SUTTER AVENUE,-73.8669685,40.6733285
5263,200 LIBERTY AVENUE,-73.9024544,40.6732773
5264,140 HINSDALE STREET,-73.9010038,40.6720764
5265,520 GLENMORE AVENUE,-73.891065,40.673697
5266,700 LIBERTY AVENUE,-74.303405,40.698977
5267,710 LIBERTY AVENUE,-84.5707058,39.4072144
5268,80 GEORGIA AVENUE,-73.8989406,40.6749976
5269,2560 ATLANTIC AVENUE,-81.0257232,29.2639082
5270,570 LIBERTY AVENUE,-74.052364,40.756178
5271,440 ELTON STREET,-73.8832651,40.67222840000001
5272,150 CLARKSON AVENUE,-73.95474879999999,40.654842
5273,110 CLARKSON AVENUE,-74.99571639999999,44.6567981
5274,160 LENOX ROAD,-73.9542362,40.6536172
5275,600 OCEAN AVENUE,-73.9610125,40.6481278
5276,220 EAST 21ST STREET,-73.983364,40.737004
5277,110 WESTMINSTER ROAD,-80.0509383,26.6859578
5278,130 ARGYLE ROAD,-73.9674927,40.6460916
5279,200 ARGYLE RD.,-80.0514185,26.6847157
5280,140 RUGBY ROAD,-84.54357569999999,38.0520009
5281,100 VERONICA PLACE,-73.9530078,40.647808
5282,160 VERONICA PLACE,-73.9528904,40.6462261
5283,120 EAST 28 STREET,-73.9832519,40.742624
5284,270 STRATFORD ROAD,-81.59903109999999,41.1303543
5285,300 WESTMINSTER ROAD,-77.5840747,43.14558770000001
5286,300 RUGBY ROAD,-73.9658077,40.6423871
5287,290 EAST 17TH STREET,-110.9656707,32.213189
5288,460 EAST 21ST STREET,-73.9588646,40.642869
5289,2510 BEVERLY RD,-93.2046459,44.9578075
5290,2510 BEVERLY ROAD,-93.2046459,44.9578075
5291,2900 CLARENDON ROAD,-73.9497193,40.6431865
5292,460 WESTMINSTER ROAD,-73.9668058,40.63754369999999
5293,460 ARGYLE ROAD,-75.2845222,39.9528568
5294,1510 DORCHESTER ROAD,-75.325012,39.976647
5295,490 EAST 16TH STREET,-73.9630526,40.6378197
5296,2220 VANDERVEER PLACE,-73.956341,40.641849
5297,330 EAST 25TH STREET,-73.9786644,40.7385548
5298,310 EAST 26TH STREET,-120.4684678,37.30634149999999
5299,530 EAST 18TH STREET,-120.4672434,37.2965243
5300,990 OCEAN AVENUE,-72.9635191,41.2498369
5301,460 EAST 28 STREET,-80.06180880000001,42.1144054
5302,530 EAST 23RD STREET,-73.9755189,40.7351597
5303,480 EAST 24TH STREET,-73.95497089999999,40.6374447
5304,2730 BEDFORD AVENUE,-73.9538292,40.636202
5305,570 EAST 28TH STREET,-73.95022960000001,40.636819
5306,40 DEKOVEN COURT,-73.9625016,40.6329076
5307,30 DE KOVEN COURT,-73.96277710000001,40.6328694
5308,630 EAST 18TH STREET,-96.4893458,41.4467116
5309,700 EAST 19 ST,-73.9594595,40.6336694
5310,650 EAST 24TH STREET,-86.0796755,42.7743974
5311,620 EAST 24TH STREET,-93.26666399999999,44.95938599999999
5312,2740 BEDFORD AVENUE,-73.9537678,40.6358852
5313,2750 BEDFORD AVENUE,-73.9536392,40.6352446
5314,2810 BEDFORD AVENUE,-73.9534431,40.634178
5315,710 RUGBY ROAD,-76.1318368,43.06803379999999
5316,780 RUGBY ROAD,-73.9635577,40.6303892
5317,60 WELLINGTON COURT,-78.746336,42.955378
5318,770 RUGBY ROAD,-73.9636496,40.6305957
5319,80 ERASMUS STREET,-73.95335949999999,40.6495133
5320,70 ERASMUS STREET,-73.9536001,40.6494974
5321,60 ERASMUS,0.0,0.0
5322,70 EAST 28TH STREET,-73.9844868,40.7432498
5323,30 CROOKE AVE,-73.9641925,40.651869
5324,1730 CATON AVENUE,-73.9635539,40.6510919
5325,2230 CATON AVENUE,-73.9562159,40.6524547
5326,840 FLATBUSH AVENUE,-73.95942509999999,40.65191919999999
5327,450 EAST 29TH STREET,-73.97372829999999,40.7398081
5328,640 PARKSIDE AVENUE,-73.9522387,40.65594249999999
5329,2520 TILDEN AVENUE,-73.9532948,40.6463894
5330,530 E. 48 STREET,-73.9322852,40.648871
5331,530 EAST 48TH STREET,-73.9322852,40.648871
5332,4900 SNYDER AVENUE,-73.9312085,40.6500541
5333,480 EAST 51ST STREET,-73.96408749999999,40.7538214
5334,430 EAST 53RD STREET,-73.92750889999999,40.6492347
5335,5630 KINGS HIGHWAY,-73.9238549,40.64934299999999
5336,5900 TILDEN AVENUE,-73.9213827,40.6487045
5337,600 EAST 48TH STREET,-73.96523429999999,40.7519435
5338,5110 TILDEN AVENUE,-73.9285927,40.6480403
5339,610 EAST 52ND STREET,-81.0910518,32.042495
5340,760 EAST 51 STREET,-73.9286456,40.64275689999999
5341,670 EAST 52ND STREET,-73.92783709999999,40.6439331
5342,5480 KINGS HIGHWAY,-73.92543069999999,40.64394220000001
5343,1300 SCHENECTADY AVENUE,-73.93245739999999,40.6409218
5344,870 EAST 48TH STREET,-73.9313094,40.6401783
5345,880 BROOKLYN AVENUE,-73.944249,40.652327
5346,420 LINDEN BLVD,-73.943574,40.6527283
5347,200 EAST 37TH STREET,-73.9765061,40.7474016
5348,880 ALBANY AVENUE,-73.939475,40.652313
5349,360 EAST 46TH STREET,-73.9684932,40.7513566
5350,3900 SNYDER AVENUE,-73.9407633,40.6494562
5351,890 TROY AVENUE,-73.93640049999999,40.6512885
5352,920 SCHENECTADY AVENUE,-73.93349070000001,40.6507146
5353,970 TROY AVENUE,-73.9361888,40.6492333
5354,3320 CLARENDON ROAD,-73.94512259999999,40.6432187
5355,1160 NEW YORK AVENUE,-73.946344,40.644766
5356,450 EAST 35TH STREET,-73.9443057,40.6441349
5357,520 EAST 37TH STREET,-95.3929837,29.8195795
5358,520 EAST 39TH STREET,-95.3930042,29.8211791
5359,530 EAST 39TH STREET,-73.9405056,40.6443966
5360,510 EAST 35TH STREET,-122.4247999,47.2298885
5361,510 EAST 35 STREET,-76.60874369999999,39.3311753
5362,530 EAST 38TH STREET,-73.941248,40.642499
5363,3900 CLARENDON ROAD,-73.9401412,40.643783
5364,510 EAST 40 STREET,-81.0950179,32.0534317
5365,520 EAST 42ND STREET,-73.9374168,40.6426331
5366,750 EAST 45TH STREET,-73.934524,40.6429171
5367,4500 CLARENDON ROAD,-73.9344156,40.6441417
5368,420 EAST 32 STREET,-105.0707426,40.4239257
5369,1310 NEW YORK AVENUE,-77.4632589,37.6511286
5370,1360 BROOKLYN AVENUE,-73.9429045,40.6400357
5371,1360 BROOKLYN AVE,-73.9429045,40.6400357
5372,1370 BROOKLYN AVENUE,-73.94288209999999,40.6397954
5373,690 EAST 37TH STREET,-73.9418948,40.6401383
5374,3710 FOSTER AVENUE,-73.941414,40.6388736
5375,660 EAST 39TH STREET,-81.0906119,32.0529439
5376,650 EAST 39TH STREET,-94.57735819999999,39.0562547
5377,1330 ALBANY AVENUE,-72.69851659999999,41.783308
5378,580 EAST 43 STREET,-73.936337,40.641086
5379,620 EAST 42ND STREET,-87.61087599999999,41.8187799
5380,1280 TROY AVENUE,-73.935412,40.6412
5381,850 EAST 45TH STREET,-73.93422559999999,40.6404389
5382,830 EAST 46TH STREET,-73.933427,40.640939
5383,680 EAST 38 STREET,-73.94085799999999,40.6387209
5384,680 EAST 38TH STREET,-73.94085799999999,40.6387209
5385,700 EAST 38 STREET,-80.0516957,42.1078426
5386,720 EAST 40TH STREET,-73.9388868,40.6378931
5387,1400 ALBANY AVENUE,-73.68178759999999,42.4141744
5388,4200 FOSTER AVENUE,-73.9367824,40.6393241
5389,900 EAST 45TH STREET,-73.9340303,40.63906710000001
5390,790 EAST 34TH STREET,-73.94445499999999,40.6370709
5391,1500 NEW YORK AVENUE,-74.89957079999999,38.9372627
5392,840 EAST 34TH STREET,-73.94436309999999,40.6357431
5393,830 EAST 38TH STREET,-86.142578,39.8253819
5394,800 EAST 38TH STREET,-73.94047119999999,40.63577919999999
5395,780 EAST 40TH STREET,-73.9386572,40.6363524
5396,970 EAST 34TH STREET,-73.9440417,40.63256519999999
5397,980 EAST 31 STREET,-73.94623519999999,40.6273508
5398,950 EAST 32ND STREET,-73.9454074,40.6281285
5399,1850 NEW YORK AVENUE,-76.9757374,38.9178542
5400,1140 EAST 34TH STREET,-117.2634093,34.153862
5401,1130 EAST 37 STREET,-80.0420458,42.112445
5402,1170 EAST 37TH STREET,-118.1769524,33.8240581
5403,3700 AVENUE I,-73.9405287,40.6297356
5404,1110 EAST 38 STREET,-73.9396331,40.6281097
5405,1030 EAST 31STREET,-73.9459704,40.6261106
5406,1040 EAST 32ND STREET,-73.9450175,40.6259654
5407,1230 EAST 34TH STREET,-73.9430658,40.6256105
5408,1040 EAST 36TH STREET,-80.7994981,35.2431748
5409,3600 AVENUE K,-80.361014,27.460554
5410,1190 EAST 38TH STREET,-73.9394379,40.6260999
5411,1180 EAST 31,-73.9453422,40.6225536
5412,1150 EAST 32ND STREET,-118.2552434,34.0142486
5413,2020 NEW YORK AVENUE,-73.9435365,40.6232505
5414,1300 EAST 34 STREET,-73.942745,40.623823
5415,1280 EAST 34TH STREET,-73.9427673,40.6242531
5416,1240 EAST 35TH STREET,-73.941757,40.6237806
5417,3510 AVENUE L,-94.8057178,29.2946744
5418,1120 EAST 36TH ST,-95.97720609999999,36.1113865
5419,3610 AVENUE K,-73.94024999999999,40.624818
5420,1210 EAST 31 STREET,-73.94518649999999,40.62178189999999
5421,1260 EAST 32ND STREET,-73.9440417,40.6208084
5422,1240 EAST 32ND STREET,-95.976826,36.1163561
5423,3220 AVENUE L,-73.943356,40.622032
5424,2090 NEW YORK AVENUE,-73.9489748,40.8087039
5425,1420 EAST 34TH STREET,-95.9727245,36.1139999
5426,1330 EAST 32ND STREET,-73.943736,40.619001
5427,1620 ALBANY AVENUE,-87.70329459999999,41.8583971
5428,1590 SCHENECTADY AVENUE,-73.9317348,40.6337597
5429,1570 SCHENECTADY AVENUE,-73.93175699999999,40.634169
5430,1110 EAST 48TH STREET,-73.93073600000001,40.634051
5431,1010 EAST 40TH STREET,-73.9380372,40.6306766
5432,1670 TROY AVENUE,-73.9343518,40.63153459999999
5433,1710 TROY AVENUE,-73.9342599,40.6306321
5434,1180 EAST 45TH STREET,-73.9333759,40.6319854
5435,1210 EAST 45TH STREET,-73.93330019999999,40.6313513
5436,1170 EAST 46TH STREET,-118.254785,34.00177
5437,1090 EAST 40,-73.9378535,40.6286202
5438,1840 ALBANY AVENUE,-105.0572255,40.4121737
5439,4310 AVENUE I,-73.9344775,40.62992270000001
5440,1750 TROY AVENUE,-73.9341046,40.6294967
5441,1780 TROY AVENUE,-73.93405899999999,40.628785
5442,3800 AVENUE J,-97.26905800000002,32.7268155
5443,1220 EAST 39TH STREET,-73.93857679999999,40.6269539
5444,1910 ALBANY AVENUE,-73.93665949999999,40.6265167
5445,4410 KINGS HIGHWAY,-78.8507752,33.71956220000001
5446,10 ALTON PLACE,-71.120516,42.3393782
5447,4020 KINGS HIGHWAY,-84.7727494,33.6971553
5448,1230 EAST 40TH STREET,-81.08144829999999,32.0498215
5449,4100 KINGS HIGHWAY,-73.9348396,40.6244488
5450,360 EAST 58 STREET,-73.9627244,40.7589224
5451,360 EAST 58TH STREET,-73.9627244,40.7589224
5452,5390 KINGS HIGHWAY,-73.92655859999999,40.639287
5453,890 EAST 54TH STREET,-73.9251101,40.63641519999999
5454,890 EAST 54TH ST,-73.9251101,40.63641519999999
5455,590 EAST 57TH STREET,-73.99119689999999,40.7701216
5456,5700 FOSTER AVENUE,-73.9221597,40.6384472
5457,3110 FARRAGUT ROAD,-73.94670459999999,40.6361482
5458,4610 AVENUE H,-97.72403949999999,30.3101499
5459,260 LINDEN BLVD,-73.949449,40.6523312
5460,4610 CHURCH AVENUE,-73.9339502,40.651437
5461,4600 AVENUE D,-97.72811259999999,30.3113419
5462,1910 FLATBUSH AVENUE,-73.9377387,40.6231123
5463,1630 ALBANY AVENUE,-73.93746399999999,40.63345
5464,5010 FARRAGUT ROAD,-73.92883549999999,40.6374544
5465,980 EAST 49TH STREET,-73.9301381,40.6375179
5466,3850 KINGS HIGHWAY,-73.93666999999999,40.6223697
5467,1380 UTICA AVENUE,-73.9293461,40.6387486
5468,70 LEFFERTS AVENUE,-73.958998,40.6616094
5469,50 MAPLE STREET,-72.81376639999999,41.2734449
5470,170 LINCOLN ROAD,-75.473274,40.2254637
5471,250 LINCOLN ROAD,-73.95448499999999,40.66108699999999
5472,250 MAPLE STREET,-73.952463,40.660485
5473,160 MAPLE STREET,-73.9554129,40.660293
5474,280 MIDWOOD STREET,-73.9513891,40.65986110000001
5475,30 MIDWOOD STREET,-73.959575,40.659336
5476,50 RUTLAND ROAD,-73.9588167,40.6587233
5477,190 RUTLAND ROAD,-73.95438539999999,40.6590019
5478,250 FENIMORE STREET,-73.9542209,40.6582804
5479,200 FENIMORE STREET,-73.95577449999999,40.6581847
5480,230 WINTHROP STREET,-83.5497607,41.6680433
5481,10 WINTHROP STREET,-71.7940038,42.2485879
5482,620 ROGERS AVENUE,-73.9532794,40.6564582
5483,500 NEW YORK AVENUE,-82.780333,28.007251
5484,380 MAPLE STREET,-71.7370347,42.2773771
5485,620 FLATBUSH AVENUE,-73.96075669999999,40.658139
5486,240 EMPIRE BOULEVARD,-73.954139,40.6634249
5487,480 BROOKLYN AVENUE,-73.94589409999999,40.6631043
5488,460 BROOKLYN AVENUE,-73.9458279,40.6635759
5489,900 CLARKSON AVENUE,-73.9281404,40.6566206
5490,290 EAST 51ST STREET,-73.929897,40.6548705
5491,640 MAPLE STREET,-74.34534440000002,40.6600373
5492,400 RUTLAND ROAD,-73.9473639,40.6594124
5493,680 MIDWOOD STREET,-73.93809840000002,40.6606985
5494,90 EAST 46TH STREET,-73.9749265,40.7543332
5495,70 EAST 39TH STREET,-73.94173409999999,40.6557918
5496,80 EAST 38TH STREET,-74.1369613,40.92024
5497,40 EAST 40TH STREET,-73.9759887,40.74974539999999
5498,20 EAST 40TH STREET,-73.9807539,40.7516212
5499,130 EAST 39TH STREET,-73.9777704,40.7494703
5500,520 BROOKLYN AVENUE,-73.9457812,40.6614872
5501,610 EAST NEW YORK AVENUE,-81.2925496,29.0277712
5502,760 EMPIRE BOULEVARD,-77.5362372,43.1772976
5503,610 SCHENECTADY AVENUE,-73.9343173,40.6587949
5504,100 REMSEN AVENUE,-73.9294518,40.6613105
5505,650 NEW YORK AVENUE,-73.9477588,40.6583444
5506,180 REMSEN AVENUE,-73.9281378,40.6598183
5507,840 LEFFERTS AVENUE,-73.9337318,40.6631659
5508,1130 EAST 51ST STREET,-73.92768110000002,40.6334947
5509,1090 EAST 52ND STREET,-73.9267624,40.6335572
5510,1080 EAST 52ND STREET,-86.1406193,39.8472352
5511,1050 EAST 52ND STREET,-73.92685449999999,40.6344597
5512,1190 EAST 48TH STREET,-73.9672308,40.7527106
5513,1200 EAST 49TH STREET,-73.92951819999999,40.6318616
5514,840 EAST 57TH STREET,-87.6045044,41.7914746
5515,860 EAST 59TH STREET,-73.919915,40.632365
5516,1310 EAST 46TH STREET,-95.97516069999999,36.0968489
5517,1800 SCHENECTADY AVENUE,-73.9311256,40.6285522
5518,1310 EAST 49TH STREET,-87.5944696,41.8061953
5519,1090 EAST 55TH STREET,-87.5997636,41.7953566
5520,1420 EAST 48TH STREET,-87.591117,41.8081567
5521,1260 EAST 54 STREET,-73.9241218,40.6270909
5522,1250 EAST 54TH STREET,-73.9241218,40.6273036
5523,1230 E. 55TH STREET,-118.2534832,33.9927983
5524,2030 EAST 41ST STREET,-73.93455999999999,40.62381
5525,4120 KINGS HIGHWAY,-73.9341681,40.6245862
5526,4420 AVENUE L,-94.8162024,29.2918983
5527,1510 EAST 45TH STREET,-73.9324804,40.6239303
5528,1510 E 45 STREET,-73.9324804,40.6239303
5529,1930 SCHENECTADY AVENUE,-73.9307631,40.6251825
5530,4720 AVENUE K,-73.9297807,40.6254675
5531,1510 E. 49TH STREET,-73.928725,40.62403399999999
5532,1490 EAST 49TH STREET,-73.928703,40.6245044
5533,1420 EAST 52ND STREET,-73.92584389999999,40.62491920000001
5534,1590 EAST 43 STREET,-73.9342049,40.6218897
5535,4610 AVENUE M,-73.930623,40.620896
5536,4520 AVENUE M,-73.9312289,40.6209192
5537,1630 EAST 48TH STREET,-73.92926560000001,40.6207074
5538,5910 FLATLANDS AVENUE,-73.9189949,40.6314618
5539,1140 EAST 55TH STREET,-81.08704399999999,32.038936
5540,1840 UTICA AVENUE,-73.9281081,40.6273584
5541,1840 UTICA AVE,-73.9281081,40.6273584
